,title,price,link
10,CHUWI Intel Core i5 10th Gen 1035G1 - (16 GB/512 GB SSD/Windows 11 Home) CoreBook X Grey Laptop,"24,990",https://flipkart.com//chuwi-intel-core-i5-10th-gen-1035g1-16-gb-512-gb-ssd-windows-11-home-corebook-x-grey-laptop/p/itm575d2115bdd15?pid=COMGVGAWPAQFKPJZ&lid=LSTCOMGVGAWPAQFKPJZCYW6TC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_11&otracker=search&fm=organic&iid=en_fkQobk5hiz4shvsGedTCJwG802vc8GSlhRmxKv0kL7ukrbozn3IlE-386DqqwrGdMoHhDJh6tVvQg8K3XJI6Pw%3D%3D&ppt=sp&ppn=sp&ssid=9lb3n6fe7k0000001723729590537&qH=312f91285e048e09
11,Acer Chromebook Plus (2024) Intel Core i3 13th Gen 1315U - (8 GB/256 GB SSD/Chrome OS) Plus Chromebook...,"34,990",https://flipkart.com//acer-chromebook-plus-2024-intel-core-i3-13th-gen-1315u-8-gb-256-gb-ssd-chrome-os-laptop/p/itmb38661c8f7fb1?pid=COMHFC9KY8AHGYD3&lid=LSTCOMHFC9KY8AHGYD3YI3XV7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_12&otracker=search&fm=organic&iid=en_fkQobk5hiz4shvsGedTCJwG802vc8GSlhRmxKv0kL7sfNGj2nEWxtCZ-JMy3IKqY6JGznvxkZTvylFwUTHsi0waKg8hQxVtMHqLTdaqeDbc%3D&ppt=sp&ppn=sp&ssid=9lb3n6fe7k0000001723729590537&qH=312f91285e048e09
12,Apple 2020 Macbook Air Apple M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,"69,990",https://flipkart.com//apple-2020-macbook-air-m1-8-gb-256-gb-ssd-mac-os-big-sur-mgn63hn-a/p/itm3c872f9e67bc6?pid=COMFXEKMGNHZYFH9&lid=LSTCOMFXEKMGNHZYFH9P56X45&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_13&otracker=search&fm=organic&iid=4e0e4bb1-e132-4a3b-8154-98bc7a2c4659.COMFXEKMGNHZYFH9.SEARCH&ppt=sp&ppn=sp&ssid=9lb3n6fe7k0000001723729590537&qH=312f91285e048e09
13,Lenovo IdeaPad Slim 1 (2024) AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 T...,"35,990",https://flipkart.com//lenovo-ideapad-slim-1-2024-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itm4a6035f502270?pid=COMGN2YDSFGGXYG3&lid=LSTCOMGN2YDSFGGXYG3MJBCRU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_14&otracker=search&fm=organic&iid=4e0e4bb1-e132-4a3b-8154-98bc7a2c4659.COMGN2YDSFGGXYG3.SEARCH&ppt=sp&ppn=sp&ssid=9lb3n6fe7k0000001723729590537&qH=312f91285e048e09
14,HP Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fy5004TU Thin and Light Lapto...,"37,990",https://flipkart.com//hp-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-15s-fy5004tu-thin-light-laptop/p/itm02564528377fe?pid=COMGQY48KGHRAF3B&lid=LSTCOMGQY48KGHRAF3BRCYCYH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_15&otracker=search&fm=organic&iid=4e0e4bb1-e132-4a3b-8154-98bc7a2c4659.COMGQY48KGHRAF3B.SEARCH&ppt=sp&ppn=sp&ssid=9lb3n6fe7k0000001723729590537&qH=312f91285e048e09
15,Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,"39,990",https://flipkart.com//acer-aspire-3-backlit-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm4fa0fcf0e2e15?pid=COMHY24RMZ8PUDTT&lid=LSTCOMHY24RMZ8PUDTT6GAEHA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_16&otracker=search&fm=organic&iid=4e0e4bb1-e132-4a3b-8154-98bc7a2c4659.COMHY24RMZ8PUDTT.SEARCH&ppt=sp&ppn=sp&ssid=9lb3n6fe7k0000001723729590537&qH=312f91285e048e09
16,CHUWI Intel Celeron Dual Core 10th Gen N4020 - (4 GB/128 GB SSD/Windows 11 Home) HeroBook Air Laptop,"13,990",https://flipkart.com//chuwi-intel-celeron-dual-core-10th-gen-n4020-4-gb-128-gb-ssd-windows-11-home-herobook-air-laptop/p/itmc48d96e4f2fce?pid=COMGQHR5CHKG6GWF&lid=LSTCOMGQHR5CHKG6GWFNSQQBE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_17&otracker=search&fm=organic&iid=en_fkQobk5hiz4shvsGedTCJwG802vc8GSlhRmxKv0kL7s-WxBK5mVmHmrzQALbRqrkPXT11Db4PcgsIXCDvrHZEg%3D%3D&ppt=sp&ppn=sp&ssid=9lb3n6fe7k0000001723729590537&qH=312f91285e048e09
17,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Plus Laptop,"18,990",https://flipkart.com//chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-plus-laptop/p/itm9002f3d92e61f?pid=COMGYAM9KS83NEPS&lid=LSTCOMGYAM9KS83NEPSPOX0OT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_18&otracker=search&fm=organic&iid=en_fkQobk5hiz4shvsGedTCJwG802vc8GSlhRmxKv0kL7uH7rsY7Wfqpw9wGfyqLu4kaAliv4HOerWBU5c7VlizOg%3D%3D&ppt=sp&ppn=sp&ssid=9lb3n6fe7k0000001723729590537&qH=312f91285e048e09
18,Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,"27,990",https://flipkart.com//acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm7452347fa2428?pid=COMHY24RJH2YXVPG&lid=LSTCOMHY24RJH2YXVPGTVAAXW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_19&otracker=search&fm=organic&iid=4e0e4bb1-e132-4a3b-8154-98bc7a2c4659.COMHY24RJH2YXVPG.SEARCH&ppt=sp&ppn=sp&ssid=9lb3n6fe7k0000001723729590537&qH=312f91285e048e09
19,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...","48,990",https://flipkart.com//asus-vivobook-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj540ws-thin-light-laptop/p/itm567e49f44f399?pid=COMHYG8ZSP9DC2GZ&lid=LSTCOMHYG8ZSP9DC2GZECEZQA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_20&otracker=search&fm=organic&iid=4e0e4bb1-e132-4a3b-8154-98bc7a2c4659.COMHYG8ZSP9DC2GZ.SEARCH&ppt=sp&ppn=sp&ssid=9lb3n6fe7k0000001723729590537&qH=312f91285e048e09
